EHA_PtID,PtName,County,State,Lat,Lon,Pt_Own,OwType,Dam_Own,Type,EIA_PtID,FC_Dock,FcIssue,FcExpire,Mode,Pm_Type,Number_of_Units,CH_MW,CH_MWh,CH_Pf,CH_OpYear,PS_MW,PS_MWh,PS_Pf,PS_OpYear,Water,HUC,NID_ID,ReEDSPCA,NERC,BACode,Sector,Trans
hc1707_p01,Lake Siskiyou,Siskiyou,CA,41.2822,-122.329,SISKIYOU CNTY FLOOD CNTL WATER DIST,Private Non-utility,SISKIYOU CNTY FLOOD CNTL WATER DIST,HY,50179,P-2796,30331,,Canal/Conduit,FERC Exemption,2,5,17957.53,40.99893,1986,,,,,Sacramento River,1802000501,CA00889,8,WECC,PACW,IPP Non-CHP,PacifiCorp
hc1708_p01,Lawrence Hydroelectric Associates,Essex,MA,42.7006,-71.1665,Lawrence Hydroelectric Assoc,Private Non-utility,Lawrence Hydroelectric Assoc,HY,50545,P-2800,28823,47083,Run-of-river,FERC License,2,14.8,67914.17,52.38351,1981,,,,,Merrimack River,107000612,MA00234,131,NPCC,ISNE,IPP Non-CHP,Massachusetts Electric Co
hc1709_p01,Barker Lower,Androscoggin,ME,44.0867,-70.2298,KEI (Maine) Power Management (III) LLC,Private Non-utility,KEI (Maine) Power Management (III) LLC,HY,10728,P-2808,28904,43492,Run-of-river,FERC License,1,1.5,4863.78,37.01507,1986,,,,,Little Androscoggin River,104000209,ME00551,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1710_p01,American Tissue,Kennebec,ME,44.2257,-69.7847,KEI (Maine) Power Management (III) LLC,Private Non-utility,KEI (Maine) Power Management (III) LLC,HY,50688,P-2809,28979,43581,Run-of-river,FERC License,1,1,5313.36,60.65479,1985,,,,,Cobbosseecontee Stream,103000323,ME00094,134,NPCC,ISNE,IPP Non-CHP,Central Maine Power Co
hc1711_p01,Great Falls Hydro Project,Passaic,NJ,40.9153,-74.1824,Great Falls Hydroelectric,Private Non-utility,Great Falls Hydroelectric,HY,52068,P-2814,29651,44251,,FERC License,3,12.3,19703.1,18.28628,1985,,,,,Passaic River,203010308,NJ00663,126,RFC,PJM,IPP Non-CHP,Public Service Elec & Gas Co
hc1712_p01,Green Lake,Sitka Division,AK,56.9833,-135.133,Sitka City & Borough of,Publicly Owned Utility,Sitka City & Borough of,HY,313,P-2818,28945,47204,,FERC License,2,18.6,51916.35,31.86303,1982,,,,,Vodopad River,,,1900,,,Electric Utility,City & Borough of Sitka - (AK)
hc1713_p01,Portland No. 1,Multnomah,OR,45.4817,-122.081,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,4213,P-2821,28931,47173,,FERC License,1,23.7,55263.24,26.61852,1982,,,,,Bull Run River,1708000105,OR00327,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1714_p01,Portland No. 2,Clackamas,OR,45.4983,-122.147,Portland General Electric Co,Investor-Owned Utility,Portland General Electric Co,HY,4214,P-2821,28931,47173,,FERC License,1,11.8,28377.71,27.45309,1982,,,,,Bull Run River,1708000107,OR00317,5,WECC,PGE,Electric Utility,Portland General Electric Co
hc1715_p01,Lower Beaver Falls,Lewis,NY,43.8841,-75.4305,Beaver Falls Hydro Associates,Private Non-utility,Beaver Falls Hydro Associates,HY,54691,P-2823,29141,43734,,FERC License,2,1,5071.67,57.89578,1979,,,,,Beaver River,415010111,NY00756,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1716_p01,Loveland,Larimer,CO,40.4287,-105.312,City of Loveland,Publicly Owned Utility,City of Loveland,HY,7468,P-2829,28666,42433,,FERC License,2,0.9,,,1983,,,,,Big Thompson River,1019000606,CO01770,33,WECC,,,
hc1717_p01,Cowlitz Falls,Lewis,WA,46.4667,-122.117,PUD No 1 of Lewis County,Publicly Owned Utility,PUD No 1 of Lewis County,HY,7427,P-2833,31588,49822,Run-of-river,FERC License,2,70,238716.4,38.92962,1994,,,,,Cowlitz River,1708000502,WA00581,2,WECC,BPAT,Electric Utility,Bonneville Power Administration
hc1718_p01,Rainbow Falls,Clinton,NY,44.5233,-73.4596,New York State Elec & Gas Corp,Investor-Owned Utility,New York State Elec & Gas Corp,HY,6526,P-2835,38212,52805,Run-of-river,FERC License,2,2.6,8309.65,36.48424,1926,,,,,Ausable River,201000403,NY00240,127,NPCC,NYIS,Electric Utility,New York State Elec & Gas Corp
hc1719_p01,Great Falls,Caledonia,VT,44.501,-71.9987,Lyndonville Village of,Publicly Owned Utility,Lyndonville Village of,HY,3762,P-2839,29030,43612,,FERC License,3,1.9,3714.82,22.31927,1915,,,,,Passumpsic River,108010203,VT00200,129,NPCC,ISNE,Electric Utility,Village of Lyndonville - (VT)
hc1720_p01,Upper Power Plant,Bonneville,ID,43.5528,-112.05,Idaho Falls City of,Publicly Owned Utility,Idaho Falls City of,HY,844,P-2842,28889,47145,,FERC License,1,8,44185.12,63.04954,1982,,,,,Snake River,1704020105,ID00167,16,WECC,PACE,Electric Utility,City of Idaho Falls - (ID)
hc1721_p01,City Power Plant,Bonneville,ID,43.4916,-112.044,Idaho Falls City of,Publicly Owned Utility,Idaho Falls City of,HY,841,P-2842,28889,47145,,FERC License,1,8,47074.59,67.17265,1982,,,,,Snake River,1704020603,ID00432,16,WECC,PACE,Electric Utility,City of Idaho Falls - (ID)
hc1722_p01,Lower No 2,Bonneville,ID,43.469,-112.061,Idaho Falls City of,Publicly Owned Utility,Idaho Falls City of,HY,843,P-2842,28889,47145,,FERC License,1,3,9133.06,34.75289,1940,,,,,Snake River,1704020603,ID00340,16,WECC,PACE,Electric Utility,City of Idaho Falls - (ID)
hc1722_p02,Lower No 1,Bonneville,ID,43.469,-112.061,Idaho Falls City of,Publicly Owned Utility,Idaho Falls City of,HY,7012,P-2842,28889,47145,,FERC License,1,8,36259.65,51.74037,1982,,,,,Snake River,1704020603,ID00340,16,WECC,PACE,Electric Utility,City of Idaho Falls - (ID)
hc1723_p01,Emeryville,St. Lawrence,NY,44.2972,-75.3663,"KE EMERYVILLE, LLC",Industrial,"KE EMERYVILLE, LLC",HY,10116,P-2850,40909,55666,Run-of-river,FERC License,1,3.4,12102.98,40.63584,1987,,,,,Oswegatchie River,415030208,NY00662,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1724_p01,Natural Dam,St. Lawrence,NY,44.3344,-75.5041,DUNN PAPER,Industrial,DUNN PAPER,HY,54878,P-2851,40787,55636,Run-of-river,FERC License,3,1,5823.12,66.47397,1959,,,,,Oswegatchie River,415030208,,127,NPCC,NYIS,Industrial Non-CHP,Niagara Mohawk Power Corp.
hc1725_p01,Broadwater Power Project,Broadwater,MT,46.1201,-111.407,Montana Dept-Natural Res&Consv,State,Montana Dept-Natural Res&Consv,HY,54006,P-2853,30790,45470,Peaking,FERC License,1,9.7,46897.86,55.19213,1989,,,,,Missouri River,1003010105,MT00016,17,WECC,NWMT,IPP Non-CHP,NorthWestern Energy LLC - (MT)
hc1727_p01,Pontook Hydro Facility,Coos,NH,44.6331,-71.2484,Pontook Operating LP,Private Non-utility,Pontook Operating LP,HY,50741,P-2861,29856,48117,,FERC License,3,10.5,61934.53,67.33478,1986,,,,,Androscoggin River,104000106,NH00601,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1729_p01,Drop No. 1 Powerhouse (Turlock Lake),Stanislaus,CA,37.6176,-120.598,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,161,P-2871,29170,,Canal/Conduit,FERC Exemption,3,3.3,6765.18,23.40245,1980,,,,,Turlock Lake,1804000204,CA00279,9,WECC,TIDC,Electric Utility,Turlock Irrigation District
hc1730_p01,Drop No. 9,Stanislaus,CA,37.626,-120.75,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,162,P-2878,29105,,Canal/Conduit,FERC Exemption,2,1,3786.65,43.2266,1979,,,,,Main Canal,1804000914,,9,WECC,TIDC,Electric Utility,Turlock Irrigation District
hc1731_p01,Bolton Falls,Washington,VT,44.3595,-72.8172,Green Mountain Power Corp,Investor-Owned Utility,Green Mountain Power Corp,HY,7056,P-2879,29982,44588,Peaking,FERC License,2,8.8,24081.24,31.23864,1986,,,,,Winooski River,201000306,VT00261,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1732_p01,Cherokee Falls,Cherokee,SC,35.0638,-81.5484,"CHEROKEE FALLS HYDRO PROJECT, LLC",Private Non-utility,"CHEROKEE FALLS HYDRO PROJECT, LLC",HY,10173,P-2880,29796,44404,,FERC License,1,4.3,5459.56,14.49389,1985,,,,,Broad River,305010516,SC83014,95,SERC,DUK,IPP Non-CHP,"Broad River Electric Coop, Inc"
hc1733_p01,Fries Hydroelectric Project,Grayson,VA,36.7137,-80.9867,Aquenergy Systems Inc,Private Non-utility,Aquenergy Systems Inc,HY,10798,P-2883,29377,43978,,FERC License,4,5.4,24629.51,52.06644,1933,,,,,New River,505000106,VA077002,118,RFC,PJM,IPP Non-CHP,Appalachian Power Co
hc1734_p01,Fontana,San Bernardino,CA,34.15516,-117.397,Southern California Edison Co,Investor-Owned Utility,,HY,332,P-2889,,,Canal/Conduit,Unknown,2,3,4625.29,17.60004,1915,,,,,Lytle Creek,1807020303,,,WECC,CISO,Electric Utility,Southern California Edison Co
hc1736_p01,Black Brook Dam,Polk,WI,45.264,-92.264,Flambeau Hydro LLC,Private non-utility,Flambeau Hydro LLC,HY,347,P-2894,29237,44192,,FERC License,2,0.65,,,1982,,,,,Apple River,703000510,WI00050,46,MRO,,,
hc1737_p01,Greg Avenue,Los Angeles,CA,33.9167,-117.8,Metropolitan Water District of S CA,State,Metropolitan Water District of S CA,HY,6643,P-2896,29078,,Canal/Conduit,FERC Exemption,1,1,1047.24,11.95479,1979,,,,,River,1807010605,,10,WECC,LDWP,Electric Utility,Los Angeles Department of Water & Power
hc1737_p02,Lake Mathews,Riverside,CA,33.9167,-117.8,Metropolitan Water District of S CA,State,Metropolitan Water District of S CA,HY,6644,P-2896,29078,,Canal/Conduit,FERC Exemption,1,4.9,22197.41,51.71328,1980,,,,,River,1807010605,,10,WECC,CISO,Electric Utility,Southern California Edison Co
hc1737_p03,Foothill Feeder,Los Angeles,CA,33.9167,-117.8,Metropolitan Water District of S CA,State,Metropolitan Water District of S CA,HY,6645,P-2896,29078,,Canal/Conduit,FERC Exemption,2,9,48448.65,61.45186,1981,,,,,River,1807010605,,10,WECC,CISO,Electric Utility,Southern California Edison Co
hc1737_p04,San Dimas,Los Angeles,CA,33.9167,-117.8,Metropolitan Water District of S CA,State,Metropolitan Water District of S CA,HY,6646,P-2896,29078,,Canal/Conduit,FERC Exemption,1,9.9,39305.35,45.32234,1981,,,,,River,1807010605,,10,WECC,CISO,Electric Utility,Southern California Edison Co
hc1737_p05,Yorba Linda,Orange,CA,33.9167,-117.8,Metropolitan Water District of S CA,State,Metropolitan Water District of S CA,HY,6647,P-2896,29078,,Canal/Conduit,FERC Exemption,1,5.1,19486.33,43.617,1981,,,,,River,1807010605,,10,WECC,CISO,Electric Utility,Southern California Edison Co
hc1738_p01,Saccarappa,Cumberland,ME,43.6778,-70.3705,S D Warren Co.- Westbrook,Private Non-utility,S D Warren Co.- Westbrook,HY,50447,P-2897,37891,52500,Run-of-river,FERC License,3,1.8,7424.785,47.08768,1903,,,,,Presumpscot River,106000103,ME00066,134,NPCC,ISNE,Industrial CHP,Central Maine Power Co
hc1739_p01,Milner Hydro,Twin Falls,ID,42.5256,-114.009,Idaho Power Co,Investor-Owned Utility,Idaho Power Co,HY,7190,P-2899,32487,50735,,FERC License,3,59.5,115157.2,22.09379,1992,,,,,Snake River,1704020913,ID00223,16,WECC,IPCO,Electric Utility,Idaho Power Co
hc1740_p01,Holcomb Rock,"Amherst, Bedford",VA,37.5101,-79.2659,Holcomb Rock Company,Industrial,Holcomb Rock Company,HY,56314,P-2901,37171,48117,Run-of-river,FERC License,3,1.8,4510,28.60223,1920,,,,,James River,208020303,VA009021,118,SERC,PJM,Industrial Non-CHP,Town of Bedford - (VA)
hc1741_p01,Big Island,"Amherst, Bedford",VA,37.5363,-79.3568,GP Big Island LLC,Industrial,GP Big Island LLC,HY,50479,P-2902,37171,48117,Run-of-river,FERC License,2,0.4,2842.17,81.11216,1920,,,,,James River,208020301,VA009002,118,RFC,PJM,Industrial CHP,Appalachian Power Co
hc1742_p01,Village Plant,Franklin,VT,44.9023,-72.8077,Village of Enosburg Falls,Publicly Owned Utility,Village of Enosburg Falls,HY,4246,P-2905,30504,45042,,FERC License,1,0.6,,,1943,,,,,Missisquoi River,201000705,VT00199,129,NPCC,,,
hc1742_p02,Kendall,Franklin,VT,44.9023,-72.8077,Village of Enosburg Falls,Publicly Owned Utility,Village of Enosburg Falls,HY,3757,P-2905,30504,45042,,FERC License,1,0.375,,,1943,,,,,Missisquoi River,201000705,VT00199,129,NPCC,,,
hc1743_p01,Swan Lake,Ketchikan Division,AK,55.5319,-131.405,Ketchikan Public Utilities,Publicly Owned Utility,Ketchikan Public Utilities,HY,70,P-2911,29414,47660,,FERC License,2,22.6,76120,38.4491,1984,,,,,"Falls Creek, Carroll Inlet",,AK83013,1900,,NA,Commercial Non-CHP,Ketchikan Public Utilities
hc1744_p01,Pardee,"Amador, Calaveras",CA,38.2571,-120.85,East Bay Municipal Util Dist,Publicly Owned Utility,East Bay Municipal Util Dist,HY,376,P-2916,29650,47934,,FERC License,3,23.6,93495.88,45.22477,1930,,,,,Mokelumne River,1804001208,CA00164,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1745_p01,Camanche,San Joaquin,CA,38.2252,-121.023,East Bay Municipal Util Dist,Publicly Owned Utility,East Bay Municipal Util Dist,HY,537,P-2916,29650,47934,,FERC License,3,10.8,31670.35,33.47534,1983,,,,,Mokelumne River,1804001211,CA00173,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1746_p01,Eagle Pass,Maverick,TX,28.8292,-100.552,Maverick Cty Water Control & Improvement,Publicly Owned Utility,Maverick Cty Water Control & Improvement,HY,3437,P-2921,29840,,,FERC Exemption,3,9.6,39302.29,46.73503,1932,,,,,Rio Grande,1308000107,,65,TRE,ERCO,IPP Non-CHP,AEP Texas Central Company
hc1748_p01,Gambo,Cumberland,ME,43.747,-70.4392,S D Warren Co.- Westbrook,Private Non-utility,S D Warren Co.- Westbrook,HY,50447,P-2931,37891,52500,Run-of-river,FERC License,2,1.6,6599.809,47.08768,1903,,,,,Presumpscot River,106000103,ME00067,134,NPCC,ISNE,Industrial CHP,Central Maine Power Co
hc1749_p01,Mallison Falls,Cumberland,ME,43.7271,-70.4199,S D Warren Co.- Westbrook,Private Non-utility,S D Warren Co.- Westbrook,HY,50447,P-2932,37891,52500,Run-of-river,FERC License,2,1.4,5774.833,47.08768,1903,,,,,Presumpscot River,106000103,ME00325,134,NPCC,ISNE,Industrial CHP,Central Maine Power Co
hc1750_p01,Upper Mechanicville,Saratoga,NY,42.9123,-73.6792,New York State Elec & Gas Corp,Investor-Owned Utility,New York State Elec & Gas Corp,HY,625,P-2934,29694,44282,,FERC License,2,16.4,93959.47,65.40224,1983,,,,,Hudson River,202000311,NY00215,127,NPCC,NYIS,Electric Utility,New York State Elec & Gas Corp
hc1751_p01,Enterprise,Richmond,GA,33.4764,-81.9826,"ENTERPRISE MILL, LLC.",Publicly Owned Utility,"ENTERPRISE MILL, LLC.",HY,54462,P-2935,38668,56914,Run-of-river,FERC License,2,1.2,5118.9,48.69578,1921,,,,,"Augusta Canal, Savannah River",306010606,,94,SERC,SOCO,Industrial Non-CHP,Georgia Power Co
hc1752_p01,Sears Hydroelectric Plant,Rock Island,IL,41.4611,-90.5779,City of Rock Island,Publicly Owned Utility,City of Rock Island,HY,56978,P-2936,30524,,,FERC Exemption,4,1.4,2021.33,16.48182,1985,,,,,Rock Creek,709000513,IL50471,81,MRO,MISO,IPP Non-CHP,MidAmerican Energy Co
hc1753_p01,Little Falls,Cumberland,ME,43.734,-70.4249,S D Warren Co.- Westbrook,Private Non-utility,S D Warren Co.- Westbrook,HY,50447,P-2941,37891,52500,Run-of-river,FERC License,4,1.2,4949.857,47.08768,1903,,,,,Presumpscot River,106000103,ME00326,134,NPCC,ISNE,Industrial CHP,Central Maine Power Co
hc1754_p01,Dundee,Cumberland,ME,43.78011,-70.4532,S D Warren Co.- Westbrook,Private Non-utility,S D Warren Co.- Westbrook,HY,50447,P-2942,37891,52500,Run-of-river,FERC License,3,1.2,4949.857,47.08768,1903,,,,,Presumpscot River,106000103,ME00068,134,NPCC,ISNE,Industrial CHP,Central Maine Power Co
hc1755_p01,O'Shaughnessy Hydro,Delaware,OH,40.1539,-83.1256,City of Columbus,Publicly Owned Utility,City of Columbus,HY,7279,P-2943,29786,,,FERC Exemption,2,5.2,5672.06,12.45184,1988,,,,,Scioto River,506000112,OH00751,112,RFC,PJM,Electric Utility,City of Columbus - (OH)
hc1756_p01,High Falls,Ulster,NY,41.8297,-74.133,Central Hudson Gas & Elec Corp,Investor-Owned Utility,Central Hudson Gas & Elec Corp,HY,579,P-2951,30430,,,FERC Exemption,1,3.2,5312.18,18.95041,1986,,,,,Rondout Creek,202000706,NY00782,127,NPCC,NYIS,Electric Utility,Central Hudson Gas & Elec Corp
hc1757_p01,Gem State,Bonneville,ID,43.4219,-112.102,Idaho Falls City of,Publicly Owned Utility,Idaho Falls City of,HY,790,P-2952,30657,48909,Run-of-river,FERC License,1,23.4,115514.7,56.35301,1988,,,,,Snake River,1704020603,ID83006,16,WECC,PACE,Electric Utility,City of Idaho Falls - (ID)
hc1758_p01,Normanskill Hydro Project,Albany,NY,42.7113,-73.9607,Watervliet City of,Publicly Owned Utility,Watervliet City of,HY,50123,P-2955,30010,44616,,FERC License,1,1.2,2880.94,27.4062,1983,,,,,Normans Kill,202000602,NY00088,127,NPCC,NYIS,IPP Non-CHP,Niagara Mohawk Power Corp.
hc1759_p01,South Fork Tolt,King,WA,47.7069,-121.807,Seattle City of,Publicly Owned Utility,Seattle City of,HY,622,P-2959,30765,47314,,FERC License,1,16.8,55739.47,37.87472,1995,,,,,South Fork Tolt River,1711001005,WA00177,1,WECC,SCL,Electric Utility,City of Seattle - (WA)
hc1760_p01,Gonzales Hydro Plant,Gonzales,TX,29.4968,-97.4549,City of Gonzales,Publicly Owned Utility,City of Gonzales,HY,7394,P-2960,29453,44039,Run-of-river,FERC License,3,0.9,1915.984,14.58131,1984,,,,,Guadalupe River,1210020202,TX04823,64,TRE,ERCO,Electric Utility,City of Gonzales - (TX)
hc1761_p01,Sturgis,St Joseph,MI,41.9667,-85.5333,City of Sturgis,Publicly Owned Utility,City of Sturgis,HY,1856,P-2964,37948,50005,Run-of-river,FERC License,4,2.2,8410.82,43.64269,1911,,,,,St Joseph River,405000109,MI00534,104,RFC,PJM,Electric Utility,City of Sturgis
hc1762_p01,Clement Dam Hydro LLC,Belknap,NH,43.4407,-71.5958,Clement Dam Hydroelectric LLC,Private Non-utility,Clement Dam Hydroelectric LLC,HY,10276,P-2966,30083,48330,,FERC License,1,2.4,9837.08,46.78976,1984,,,,,Winnipesaukee River,107000202,NH00882,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1763_p01,Argyle,Lafayette,WI,42.70135,-89.8689,City of Argyle,Publicly Owned Utility,City of Argyle,HY,7810,P-2970,30077,,,FERC Exemption,1,0.1,144.5,16.49543,1929,,,,,Pecatonica River,709000308,,77,MRO,MISO,Electric Utility,City of Argyle - (WI)
hc1764_p01,Thundermist Hydro,Providence,RI,41.9994,-71.5183,Woonsocket City of,Publicly Owned Utility,Woonsocket City of,HY,54688,P-2972,29526,44131,,FERC License,1,1.2,0,0,1981,,,,,Blackstone River,109000302,RI03902,133,NPCC,ISNE,IPP Non-CHP,4-County Electric Power Assn
hc1765_p01,Sand Bar Power Plant,Tuolumne,CA,38.186,-120.153,Tri-Dam Power Authority,Publicly Owned Utility,Tri-Dam Power Authority,HY,50400,P-2975,30562,48818,Run-of-river,FERC License,1,16.2,77307,54.47531,1986,,,,,Middle Fork Stanislous River,1804001004,,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1766_p01,Combie South,Placer,CA,39.0098,-121.058,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,846,P-2981,29890,,Canal/Conduit,FERC Exemption,3,1.5,5330.24,40.56499,1984,,,,,Bear River,1802012603,CA00249,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1766_p02,Combie North,Nevada,CA,39.0103,-121.059,Nevada Irrigation District,Publicly Owned Utility,Nevada Irrigation District,HY,847,P-7731,30888,,Canal/Conduit,FERC Exemption,2,0.45,847,21.48656,1985,,,,,Bear River,1802012603,CA00249,9,WECC,,,
hc1768_p01,Camp Far West,"Yuba, Placer",CA,39.0501,-121.317,Sacramento Municipal Util Dist,Publicly Owned Utility,Sacramento Municipal Util Dist,HY,531,P-2997,29764,44373,,FERC License,1,7.2,23041.18,36.53155,1985,,,,,Bear River,1802012605,CA00227,9,WECC,CISO,Electric Utility,Pacific Gas & Electric Co
hc1769_p01,Tupperware,Providence,RI,42.0153,-71.554,Blackstone Hydro Inc.,Wholesale Power Marketer,Blackstone Hydro Inc.,HY,50177,P-3023,29513,44100,Run-of-river,FERC License,4,1.6,4554.67,32.49622,1981,,,,,Blackstone River,109000302,RI83001,131,NPCC,ISNE,IPP Non-CHP,The Narragansett Electric Co
hc1770_p01,Elk Rapids,Antrim,MI,44.9,-85.4,City of Traverse City,Publicly Owned Utility,City of Traverse City,HY,4248,P-3030,42340,53292,Run-of-river,FERC License,2,0.75,,,1982,,,,,Elk Creek,406010507,MI00517,103,RFC,,,
hc1771_p01,East Barnet,Caledonia,VT,44.3265,-72.0365,Central Vermont Pub Serv Corp,Investor-Owned Utility,Central Vermont Pub Serv Corp,HY,788,P-3051,30077,,,FERC Exemption,1,2.2,7340.18,38.08728,1984,,,,,Passumpsic River,108010204,VT00373,129,NPCC,ISNE,Electric Utility,Green Mountain Power Corp
hc1772_p01,Black River Falls,Jackson,WI,44.2917,-90.8625,City of Black River Falls,Publicly Owned Utility,City of Black River Falls,HY,4104,P-3052,37337,51921,Run-of-river,FERC License,2,0.9,2737.5,34.72222,1919,,,,,Black River,704000710,WI00043,77,MRO,,Electric Utility,
hc1773_p01,Parker,Merced,CA,37.4779,-120.444,Merced Irrigation District,Publicly Owned Utility,Merced Irrigation District,HY,428,P-3055,29446,,Canal/Conduit,FERC Exemption,1,2.7,8531.88,36.07255,1982,,,,,Main Merced Irrigation Canal,1804000118,,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1774_p01,Woodward Power Plant,Stanislaus,CA,37.864,-120.886,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,50218,P-3056,29446,,Canal/Conduit,FERC Exemption,1,2.8,4130.73,16.84088,1982,,,,,South San Joaquin Irrigation D,1804005102,CA00276,9,WECC,TIDC,IPP Non-CHP,Turlock Irrigation District
hc1775_p01,Wappinger Falls Hydroelectric,Dutchess,NY,41.6006,-73.92,Windsor Machinery Co Inc,Industrial,Windsor Machinery Co Inc,HY,54573,P-3065,30260,,,FERC Exemption,3,2,6949.35,39.66524,1988,,,,,Wappinger Creek,202000802,NY00003,127,NPCC,NYIS,IPP Non-CHP,Central Hudson Gas & Elec Corp
hc1776_p01,Rapidan Hydro Facility,Blue Earth,MN,44.093,-94.108,Rapidan Redevelopment LP,Private Non-utility,Rapidan Redevelopment LP,HY,52054,P-3071,30128,,,FERC Exemption,2,6.8,15460.82,25.95491,1984,,,,,Blue Earth,702000911,MN00512,68,MRO,MISO,IPP Non-CHP,Northern States Power Co - Minnesota
hc1777_p01,Upriver Dam Hydro Plant,Spokane,WA,47.6869,-117.345,Spokane City of,Publicly Owned Utility,Spokane City of,HY,50380,P-3074,29736,47995,,FERC License,5,17.6,49480.59,32.09357,1936,,,,,Spokane River,1701030504,WA00074,3,WECC,AVA,IPP Non-CHP,Avista Corp
hc1778_p01,Vail,Caledonia,VT,44.5095,-71.9953,Lyndonville Village of,Publicly Owned Utility,Lyndonville Village of,HY,3763,P-3090,38052,48999,Run-of-river,FERC License,1,0.4,,,1949,,,,,Passumpsic River,108010203,VT00201,129,NPCC,,,
hc1779_p01,High Shoals Hydro,Oconee,GA,33.8175,-83.5096,JASON & CAROL VICTORIA PRESLEY,Private Non-utility,JASON & CAROL VICTORIA PRESLEY,HY,10121,P-3102,29800,44434,,FERC License,1,1.4,781.49,6.372228,1988,,,,,Apalachee River,307010109,GA83010,94,SERC,SOCO,IPP Non-CHP,Georgia Power Co
hc1780_p01,Ashokan,Ulster,NY,41.9493,-74.2063,New York Power Authority,State,New York Power Authority,HY,88,P-3105,29446,,Canal/Conduit,FERC Exemption,2,4.6,13614,33.78499,1982,,,,,Catskill Aqueduct,202000609,NY00041,127,NPCC,NYIS,Electric Utility,Central Hudson Gas & Elec Corp
hc1782_p01,Newfound Hydroelectric,Grafton,NH,43.5905,-71.733,Newfound Hydroelectric Co,Private Non-utility,Newfound Hydroelectric Co,HY,50324,P-3107,29891,48148,,FERC License,2,1.4,4973.47,40.55341,1983,,,,,Newfound River,107000108,NH01360,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1783_p01,Frankenheimer Power Plant,Stanislaus,CA,37.8472,-120.823,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,50219,P-3113,29530,,Canal/Conduit,FERC Exemption,1,5.3,13443,28.95451,1983,,,,,South San Joaquin Irrigation D,1804005102,,9,WECC,CISO,IPP Non-CHP,Pacific Gas & Electric Co
hc1784_p01,Reta (Canal Creek),Merced,CA,37.4532,-120.49,Merced Irrigation District,Publicly Owned Utility,Merced Irrigation District,HY,461,P-3114,29519,,Canal/Conduit,FERC Exemption,1,0.9,1317,16.70472,1982,,,,,Canal Creek,1804000118,,9,WECC,,,
hc1785_p01,Papazian (Fairfield),Merced,CA,37.3668,-120.419,Merced Irrigation District,Publicly Owned Utility,Merced Irrigation District,HY,459,P-3116,29519,,Canal/Conduit,FERC Exemption,1,0.9,1966,24.93658,1982,,,,,Legrand and Fairfield Canals,1804000114,,9,WECC,,,
hc1786_p01,Pioneer Hydro Electric Co Inc,Hampshire,MA,42.2583,-72.2393,Ware River Power Inc,Private Non-utility,Ware River Power Inc,HY,50889,P-3127,29869,,,FERC Exemption,5,1.595,,,1981,,,,,Ware River,108020402,MA83012,131,NPCC,,,
hc1787_p01,Lochmere Hydroelectric Plant,Belknap,NH,43.4731,-71.534,HDI Associates I,Private Non-utility,HDI Associates I,HY,54572,P-3128,30751,,,FERC Exemption,5,1.2,3740.67,35.58476,1984,,,,,Winnipesaukee River,107000202,NH00015,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1788_p01,Errol Hydroelectric Project,Coos,NH,44.7866,-71.1249,"Brookfield White Pine Hydro, LLC.",Wholesale Power Marketer,"Brookfield White Pine Hydro, LLC.",HY,10570,P-3133,30552,45134,,FERC License,1,3,16827.82,64.0328,1986,,,,,Androscoggin River,104000106,NH00161,130,NPCC,ISNE,IPP Non-CHP,Public Service Co of NH
hc1789_p01,Upper Dawson,Tuolumne,CA,37.6505,-120.471,Turlock Irrigation District,Publicly Owned Utility,Turlock Irrigation District,HY,489,P-3136,29519,,Canal/Conduit,FERC Exemption,1,4.4,10211.29,26.49255,1983,,,,,Tid Canal,1804000914,CA00280,9,WECC,TIDC,Electric Utility,Turlock Irrigation District
